,P,Num,Origin,choice,flipped_choice,o_str,w_str,m_str,compare_against_original,entropy,id
8,"As Evan wandered through the charming streets of Montmartre, he stumbled upon a quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out into the crisp morning air, drawing him in like a magnet. He pushed open the door and was immediately greeted by a warm smile from behind the counter. That's when he saw her - Emilie, with piercing green eyes and a mop of curly brown hair.

For several days, Evan returned to the café, ordering a café au lait and striking up conversation with Emilie. She was kind, witty, and spoke perfect English, making it easy for Evan to feel at ease. As they chatted, he discovered their shared love of art, music, and French cinema. With each visit, their conversations grew longer, and Evan felt himself falling under Emilie's spell.

One afternoon, as he sat sipping his tea, Emilie surprised him with a sketchbook and pencils. ""I drew this while you were exploring,"" she said, revealing a beautiful caricature of him amidst the Eiffel Tower. He felt smitten. As he thanked her, their hands touched, sending shivers down his spine. From that moment on, Evan knew he had to spend more time with Emilie.",4,A,A,B,DiffOracle,str,WordMutator,False,3,3
9,"Evan strolled into the charming café on Rue Cler, seeking refuge from the chilly Parisian morning. As he waited in line, his gaze drifted to the barista with piercing green eyes and curly brown hair. Her name tag read ""Emilie,"" and she seemed to sense his admiring stare. With a warm smile, she greeted him in flawless English.

""Bonjour! Welcome to our café. What can I get for you?""

As Evan ordered his coffee, their conversation flowed effortlessly, and before he knew it, he was chatting with Emilie like they were old friends. He learned that she was a lifelong Parisian, studying art history at the Sorbonne, and had a passion for photography. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay.

One afternoon, as they sipped espressos together outside, Emilie offered to show him the neighborhood's hidden gems. Under her guidance, they explored Montmartre's winding streets, picnicked along the Seine, and laughed together under the twinkling Eiffel Tower lights.

As the days went by, Evan realized he'd fallen hard for this captivating French beauty. As they said their goodbyes on his final night in Paris, Evan leaned in and whispered, ""à bientôt, perhaps?""",4,B,A,B,DiffOracle,str,WordMutator,False,3,3
0,"Evan wandered through the charming streets of Montmartre, taking in the vibrant sights and sounds of the spring festival. The smell of freshly baked croissants and roasting coffee beans wafted through the air, drawing him to a quaint little café. As he pushed open the door, his eyes met those of Emilie, the lovely barista with a bright smile.

""Bonjour, bonjour!"" she chimed, expertly juggling multiple conversations as she steamed cups and poured shots of espresso. Evan was immediately smitten. He ordered a café au lait and watched, mesmerized, as Emilie's hands moved with precision and ease.

As they struck up a conversation, Evan discovered that Emilie was not only beautiful but also witty and kind. She recommended local specialties and shared insider tips on navigating the city. Her laughter was infectious, and soon Evan found himself feeling more at home in this foreign land.

Over the course of several visits, their conversations grew longer and more meaningful. Evan learned that Emilie was an art student, passionate about painting the City of Light's hidden corners. As the sun dipped below the rooftops, casting a golden glow over the Eiffel Tower, Evan knew he'd fallen under Emilie's spell.",0,A,A,B,DiffOracle,str,WordMutator,False,4,4
1,"As Evan wandered through the vibrant streets of Montmartre during the Spring Festival, he stumbled upon a quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out, drawing him in like a magnet. He pushed open the door and was immediately charmed by the warm atmosphere within.

Behind the counter stood Emilie, a lovely young woman with bright blue eyes and curly brown hair, expertly crafting a design on a customer's latte. Her smile lit up as she greeted Evan, asking what brought him to their cozy café today.

Evan couldn't help but be captivated by Emilie's charming accent and infectious laugh. As they chatted, he discovered they shared a love for art, music, and all things French. Before long, they were discussing everything from Impressionist masters to the best croissants in the city.

Over a rich, velvety coffee, Evan found himself swept away by Emilie's joie de vivre and sparkling personality. The sounds of laughter and accordion music from outside – where the festival revelers danced in the sun-drenched square – receded into the background as he lost himself in her gaze.

Time flew by unnoticed, until Emilie playfully teased him about having been there ""forever"" and needing to take a walk along the Seine while there was still light.",0,B,B,B,DiffOracle,str,WordMutator,False,4,4
2,"Evan wandered through the charming streets of Montmartre, taking in the vibrant sights and sounds of the spring festival. The smell of freshly baked croissants and roasting coffee beans wafted through the air, drawing him to a quaint little café. As he pushed open the door, his eyes met those of Emilie, the lovely barista with a bright smile.

""Bonjour, bonjour!"" she chimed, expertly juggling multiple conversations as she steamed cups and poured shots of espresso. Evan was immediately smitten. He ordered a café au lait and watched, mesmerized, as Emilie's hands moved with precision and ease.

As they struck up a conversation, Evan discovered that Emilie was not only beautiful but also witty and kind. She recommended local specialties and shared insider tips on navigating her city. Her laughter was infectious, and soon Evan found himself feeling more at home in this foreign land.

Over the course of several visits, their conversations grew longer and more meaningful. Evan learned that Emilie was an art student, passionate about painting the City of Light's hidden corners. As the sun dipped below the rooftops, casting a golden glow over the Eiffel Tower, Evan knew he'd fallen under Emilie's spell.",1,A,A,A,DiffOracle,str,WordMutator,False,4,4
3,"As Evan wandered through the vibrant streets of Montmartre during the Spring Festival, he stumbled upon this quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out, drawing him in like a magnet. He pushed open the door and was immediately charmed by the warm atmosphere within.

Behind the counter stood Emilie, a lovely young woman with bright blue eyes and curly brown hair, expertly crafting a design on a customer's latte. Her smile lit up as she greeted Evan, asking what brought him to their cozy café today.

Evan couldn't help but be captivated by Emilie's charming accent and infectious laugh. As they chatted, he discovered they shared a love for art, music, and all things French. Before long, they were discussing everything from Impressionist masters to the best croissants in the city.

Over a rich, velvety coffee, Evan found himself swept away by Emilie's joie de vivre and sparkling personality. The sounds of laughter and accordion music from outside – where the festival revelers danced in the sun-drenched square – receded into the background as he lost himself in her gaze.

Time flew by unnoticed, until Emilie playfully teased him about having been there ""forever"" and needing to take a walk along the Seine while there was still light.",1,B,B,B,DiffOracle,str,WordMutator,False,4,4
4,"Evan wandered through the charming streets of Montmartre, taking in the vibrant sights and sounds of the spring festival. The smell from freshly baked croissants and roasting coffee beans wafted through the air, drawing him to a quaint little café. As he pushed open the door, his eyes met those of Emilie, the lovely barista with a bright smile.

""Bonjour, bonjour!"" she chimed, expertly juggling multiple conversations as she steamed cups and poured shots of espresso. Evan was immediately smitten. He ordered a café au lait and watched, mesmerized, as Emilie's hands moved with precision and ease.

As they struck up a conversation, Evan discovered that Emilie was not only beautiful but also witty and kind. She recommended local specialties and shared insider tips on navigating her city. Her laughter was infectious, and soon Evan found himself feeling more at home in this foreign land.

Over the course of several visits, their conversations grew longer and more meaningful. Evan learned that Emilie was an art student, passionate about painting the City of Light's hidden corners. As the sun dipped below the rooftops, casting a golden glow over the Eiffel Tower, Evan knew he'd fallen under Emilie's spell.",2,A,A,A,DiffOracle,str,WordMutator,False,4,4
5,"As Evan wandered through the vibrant streets of Montmartre during the Spring Festival, he stumbled upon this quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out, drawing him in like a magnet. He pushed open the doors and was immediately charmed by the warm atmosphere within.

Behind the counter stood Emilie, a lovely young woman with bright blue eyes and curly brown hair, expertly crafting a design on a customer's latte. Her smile lit up as she greeted Evan, asking what brought him to their cozy café today.

Evan couldn't help but be captivated by Emilie's charming accent and infectious laugh. As they chatted, he discovered they shared a love for art, music, and all things French. Before long, they were discussing everything from Impressionist masters to the best croissants in the city.

Over a rich, velvety coffee, Evan found himself swept away by Emilie's joie de vivre and sparkling personality. The sounds of laughter and accordion music from outside – where the festival revelers danced in the sun-drenched square – receded into the background as he lost himself in her gaze.

Time flew by unnoticed, until Emilie playfully teased him about having been there ""forever"" and needing to take a walk along the Seine while there was still light.",2,B,B,B,DiffOracle,str,WordMutator,False,4,4
6,"Evan wandered through the narrow streets of Montmartre, taking in the vibrant sights and sounds of the spring festival. The smell from freshly baked croissants and roasting coffee beans wafted through the air, drawing him to a quaint little café. As he pushed open the door, his eyes met those of Emilie, the lovely barista with a bright smile.

""Bonjour, bonjour!"" she chimed, expertly juggling multiple conversations as she steamed cups and poured shots of espresso. Evan was immediately smitten. He ordered a café au lait and watched, mesmerized, as Emilie's hands moved with precision and ease.

As they struck up a conversation, Evan discovered that Emilie was not only beautiful but also witty and kind. She recommended local specialties and shared insider tips on navigating her city. Her laughter was infectious, and soon Evan found himself feeling more at home in this foreign land.

Over the course of several visits, their conversations grew longer and more meaningful. Evan learned that Emilie was an art student, passionate about painting the City of Light's hidden corners. As the sun dipped below the rooftops, casting a golden glow over the Eiffel Tower, Evan knew he'd fallen under Emilie's spell.",3,A,A,A,DiffOracle,str,WordMutator,False,4,4
7,"As Evan wandered through the vibrant streets of Montmartre during the Spring Festival, he stumbled upon this quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out, drawing him in like a magnet. He pushed open the doors and was immediately charmed by the warm atmosphere within.

Behind the counter stood Emilie, a lovely young woman with bright blue eyes and curly brown hair, expertly crafting a design on a customer's latte. Her smile lit up as she greeted Evan, asking what brought him into their cozy café today.

Evan couldn't help but be captivated by Emilie's charming accent and infectious laugh. As they chatted, he discovered they shared a love for art, music, and all things French. Before long, they were discussing everything from Impressionist masters to the best croissants in the city.

Over a rich, velvety coffee, Evan found himself swept away by Emilie's joie de vivre and sparkling personality. The sounds of laughter and accordion music from outside – where the festival revelers danced in the sun-drenched square – receded into the background as he lost himself in her gaze.

Time flew by unnoticed, until Emilie playfully teased him about having been there ""forever"" and needing to take a walk along the Seine while there was still light.",3,B,B,B,DiffOracle,str,WordMutator,False,4,4
8,"Evan wandered through the narrow streets of Montmartre, taking in the vibrant sights and sounds of the spring festival. The smell from freshly baked croissants and roasting coffee beans wafted through the air, drawing him to a quaint little café. As he pushed open the door, his eyes met those of Emilie, the lovely barista with a bright smile.

""Bonjour, bonjour!"" she chimed, expertly juggling multiple conversations as she steamed cups and poured shots of espresso. Evan was immediately smitten. He ordered a café au lait and watched, mesmerized, as Emilie's hands moved with precision and ease.

As they struck up a conversation, Evan discovered that Emilie was not only beautiful but also witty and kind. She recommended local specialties and shared insider tips on navigating her city. Her enthusiasm was infectious, and soon Evan found himself feeling more at home in this foreign land.

Over the course of several visits, their conversations grew longer and more meaningful. Evan learned that Emilie was an art student, passionate about painting the City of Light's hidden corners. As the sun dipped below the rooftops, casting a golden glow over the Eiffel Tower, Evan knew he'd fallen under Emilie's spell.",4,A,A,A,DiffOracle,str,WordMutator,False,4,4
9,"As Evan walked through the vibrant streets of Montmartre during the Spring Festival, he stumbled upon this quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out, drawing him in like a magnet. He pushed open the doors and was immediately charmed by the warm atmosphere within.

Behind the counter stood Emilie, a lovely young woman with bright blue eyes and curly brown hair, expertly crafting a design on a customer's latte. Her smile lit up as she greeted Evan, asking what brought him into their cozy café today.

Evan couldn't help but be captivated by Emilie's charming accent and infectious laugh. As they chatted, he discovered they shared a love for art, music, and all things French. Before long, they were discussing everything from Impressionist masters to the best croissants in the city.

Over a rich, velvety coffee, Evan found himself swept away by Emilie's joie de vivre and sparkling personality. The sounds of laughter and accordion music from outside – where the festival revelers danced in the sun-drenched square – receded into the background as he lost himself in her gaze.

Time flew by unnoticed, until Emilie playfully teased him about having been there ""forever"" and needing to take a walk along the Seine while there was still light.",4,B,B,B,DiffOracle,str,WordMutator,False,4,4
0,"Evan had been wandering the winding streets of Paris for hours, taking in the vibrant colors and lively atmosphere of the Spring Festival. As he stopped at a quaint café to refuel on a rich coffee, his eyes landed on Emilie, the charming barista behind the counter. With her bright smile and effortless chic, she was the epitome of French joie de vivre.

As Evan waited for his drink, they struck up a conversation about the beautiful frescoes adorning the café's ceiling. He learned that Emilie was not only a talented barista but also an aspiring artist, studying fine arts at a local university. As they discovered their shared passion for Impressionism and Art Nouveau, their chat flowed as smoothly as the Seine River, which flowed gently beneath the city's historic bridges.

Before he knew it, Evan found himself lingering long after finishing his coffee, reluctant to part with Emilie's engaging company. She, too, seemed hesitant to let him go, suggesting they take a stroll along the riverbank to admire the city's stunning architecture. Hand in hand, they wandered, taking in the iconic landmarks – Notre-Dame, Pont des Arts, and the Eiffel Tower – their conversations flowing like the river itself. The City of Love was working its magic; Evan felt his heart skip a beat with every passing minute spent alongside Emilie.",0,A,A,A,DiffOracle,str,WordMutator,False,5,5
1,"As Evan strolled through the vibrant streets of Montmartre during the spring festival, he couldn't help but be captivated by the charming atmosphere. The smell of freshly baked croissants wafted from the cafes, while artists showcased their wares on makeshift stands. It was here that Evan's eyes landed on Emilie, a beautiful barista with bright blue eyes and a warm smile.

She handed him a steaming cup of coffee, and they exchanged pleasantries. As it turned out, they were both art enthusiasts, discussing everything from Monet to Rodin. Their conversation flowed effortlessly as they shared recommendations for must-see landmarks and exhibitions around the city.

Evan was drawn to Emilie's infectious laughter and passion for French history. She was equally charmed by his curiosity and willingness to explore beyond the typical tourist traps. Before long, they'd spent hours talking and laughing together.

Their impromptu encounter blossomed into daily meetings at the café, followed by leisurely walks along scenic Seine River. Hand-in-hand, they admired the twinkling street lamps and stunning architectural facades. On one such stroll, Emilie revealed her love for the Eiffel Tower, sharing its secrets and stories with Evan.

Under the romantic glow of evening lights, Evan realized he had fallen deeply for Emilie, and she seemed to feel the same way.",0,B,B,B,DiffOracle,str,WordMutator,False,5,5
2,"Evan had been wandering the winding streets of Paris for hours, taking in the vibrant colors and lively atmosphere of the Spring Festival. As he stopped at a quaint café to refuel on a rich coffee, his eyes landed on Emilie, the charming barista behind the counter. With her bright smile and effortless chic, she was the epitome of French joie de vivre.

As Evan waited for his drink, they struck up a conversation about the beautiful frescoes adorning the café's ceiling. He learned that Emilie was not only a talented barista but also an aspiring artist, studying fine arts in a local university. As they discovered their shared passion for Impressionism and Art Nouveau, their chat flowed as smoothly as the Seine River, which flowed gently beneath the city's historic bridges.

Before he knew it, Evan found himself lingering long after finishing his coffee, reluctant to part with Emilie's engaging company. She, too, seemed hesitant to let him go, suggesting they take a stroll along the riverbank to admire the city's stunning architecture. Hand in hand, they wandered, taking in the iconic landmarks – Notre-Dame, Pont des Arts, and the Eiffel Tower – their conversations flowing like the river itself. The City of Love was working its magic; Evan felt his heart skip a beat with every passing minute spent alongside Emilie.",1,A,A,A,DiffOracle,str,WordMutator,False,5,5
3,"As Evan strolled through the vibrant streets of Montmartre during the spring festival, he couldn't help but be captivated by the charming atmosphere. The smell of freshly baked croissants wafted from the cafes, while artists showcased their wares on makeshift stands. It was here that Evan's eyes landed on Emilie, a beautiful barista with bright blue eyes and a warm smile.

She handed him a steaming cup of coffee, and they exchanged pleasantries. As it turned out, they were both art enthusiasts, discussing everything from Monet to Rodin. Their conversation flowed effortlessly as they shared recommendations for must-see landmarks and exhibitions around the city.

Evan was drawn to Emilie's infectious laughter and passion for French history. She was equally intrigued by his curiosity and willingness to explore beyond the typical tourist traps. Before long, they'd spent hours talking and laughing together.

Their impromptu encounter blossomed into daily meetings at the café, followed by leisurely walks along scenic Seine River. Hand-in-hand, they admired the twinkling street lamps and stunning architectural facades. On one such stroll, Emilie revealed her love for the Eiffel Tower, sharing its secrets and stories with Evan.

Under the romantic glow of evening lights, Evan realized he had fallen deeply for Emilie, and she seemed to feel the same way.",1,B,B,B,DiffOracle,str,WordMutator,False,5,5
4,"Evan had been wandering the winding streets of Paris for hours, taking in the vibrant colors and lively atmosphere of the Spring Festival. As he stopped at a quaint café to refuel on a rich coffee, his eyes landed on Emilie, the charming barista behind the counter. With her bright eyes and effortless chic, she was the epitome of French joie de vivre.

As Evan waited for his drink, they struck up a conversation about the beautiful frescoes adorning the café's ceiling. He learned that Emilie was not only a talented barista but also an aspiring artist, studying fine arts in a local university. As they discovered their shared passion for Impressionism and Art Nouveau, their chat flowed as smoothly as the Seine River, which flowed gently beneath the city's historic bridges.

Before he knew it, Evan found himself lingering long after finishing his coffee, reluctant to part with Emilie's engaging company. She, too, seemed hesitant to let him go, suggesting they take a stroll along the riverbank to admire the city's stunning architecture. Hand in hand, they wandered, taking in the iconic landmarks – Notre-Dame, Pont des Arts, and the Eiffel Tower – their conversations flowing like the river itself. The City of Love was working its magic; Evan felt his heart skip a beat with every passing minute spent alongside Emilie.",2,A,A,A,DiffOracle,str,WordMutator,False,5,5
5,"As Evan strolled through the vibrant streets of Montmartre during the spring festival, he couldn't help but be captivated by the charming atmosphere. The smell of freshly baked croissants wafted from the cafes, while artists showcased their wares on makeshift stands. It was here that Evan's eyes landed on Emilie, a beautiful barista with bright blue eyes and a warm smile.

She handed him a steaming cup of coffee, and they exchanged pleasantries. As it turned out, they were both art enthusiasts, discussing everything from Monet to Rodin. Their conversation flowed effortlessly as they shared recommendations for must-see landmarks and exhibitions around the city.

Evan was drawn to Emilie's infectious laughter and passion for French history. She was equally intrigued by his curiosity and willingness to explore beyond the typical tourist traps. Before long, they'd spent hours talking and laughing together.

Their impromptu encounter blossomed into daily meetings at the café, accompanied by leisurely walks along scenic Seine River. Hand-in-hand, they admired the twinkling street lamps and stunning architectural facades. On one such stroll, Emilie revealed her love for the Eiffel Tower, sharing its secrets and stories with Evan.

Under the romantic glow of evening lights, Evan realized he had fallen deeply for Emilie, and she seemed to feel the same way.",2,B,B,B,DiffOracle,str,WordMutator,False,5,5
6,"Evan had been wandering the winding streets of Paris for hours, taking in the vibrant colors and lively atmosphere of the Spring Festival. As he stopped at a quaint café to refuel on a rich coffee, his eyes landed on Emilie, the charming barista behind the counter. With her bright eyes and sophisticated chic, she was the epitome of French joie de vivre.

As Evan waited for his drink, they struck up a conversation about the beautiful frescoes adorning the café's ceiling. He learned that Emilie was not only a talented barista but also an aspiring artist, studying fine arts in a local university. As they discovered their shared passion for Impressionism and Art Nouveau, their chat flowed as smoothly as the Seine River, which flowed gently beneath the city's historic bridges.

Before he knew it, Evan found himself lingering long after finishing his coffee, reluctant to part with Emilie's engaging company. She, too, seemed hesitant to let him go, suggesting they take a stroll along the riverbank to admire the city's stunning architecture. Hand in hand, they wandered, taking in the iconic landmarks – Notre-Dame, Pont des Arts, and the Eiffel Tower – their conversations flowing like the river itself. The City of Love was working its magic; Evan felt his heart skip a beat with every passing minute spent alongside Emilie.",3,A,A,A,DiffOracle,str,WordMutator,False,5,5
7,"As Evan strolled through the vibrant streets of Montmartre during the spring festival, he couldn't help but be captivated by the charming atmosphere. The smell of freshly baked croissants wafted from the cafes, while artists showcased their wares on makeshift stands. It was here that Evan's eyes landed on Emilie, a beautiful barista with bright blue eyes and a warm smile.

She handed him a steaming cup of coffee, and they exchanged pleasantries. As it turned out, they were both art enthusiasts, discussing everything from Monet to Rodin. Their conversation flowed effortlessly as they shared recommendations for must-see landmarks and exhibitions around the city.

Evan was drawn to Emilie's infectious laughter and passion for French history. She was equally intrigued by his curiosity and willingness to explore beyond the typical tourist traps. Before long, they'd spent hours talking and laughing together.

Their impromptu encounter blossomed into daily meetings at the café, accompanied by leisurely walks along scenic Seine River. Hand-in-hand, they admired the twinkling street lamps and stunning architectural facades. On one such stroll, Emilie revealed her love for the Eiffel Tower, sharing its secrets and stories with Evan.

Under the romantic glow of evening lights, Evan realized he had fallen deeply for Emilie, while she seemed to feel the same way.",3,B,B,B,DiffOracle,str,WordMutator,False,5,5
8,"Evan had been wandering the winding streets of Paris for hours, taking in the vibrant colors and lively atmosphere of the Spring Festival. As he stopped at a quaint café to refuel on a rich coffee, his eyes landed on Emilie, the charming barista behind the counter. With her bright eyes and sophisticated chic, she was the epitome of French joie de vivre.

As Evan waited for his drink, they struck up a conversation about the beautiful frescoes adorning the café's ceiling. He learned that Emilie was not only a talented barista but also an aspiring artist, studying fine arts in a local university. As they discovered their shared passion for Impressionism and Art Nouveau, their chat flowed as smoothly as the Seine River, which flowed gently beneath the city's historic bridges.

Before he knew it, Evan found himself lingering long after finishing his coffee, reluctant to part with Emilie's engaging conversation. She, too, seemed hesitant to let him go, suggesting they take a stroll along the riverbank to admire the city's stunning architecture. Hand in hand, they wandered, taking in the iconic landmarks – Notre-Dame, Pont des Arts, and the Eiffel Tower – their conversations flowing like the river itself. The City of Love was working its magic; Evan felt his heart skip a beat with every passing minute spent alongside Emilie.",4,A,A,A,DiffOracle,str,WordMutator,False,5,5
9,"As Evan strolled through the vibrant streets of Montmartre during the spring festival, he couldn't help but be captivated by the charming atmosphere. The smell of freshly baked croissants wafted from the cafes, while artists showcased their wares on makeshift stands. It was here that Evan's eyes landed on Emilie, a beautiful barista with bright blue eyes and a warm smile.

She handed him a steaming cup of coffee, and they exchanged pleasantries. As it turned out, they were both art enthusiasts, discussing everything from Monet to Rodin. Their conversation flowed effortlessly as they shared recommendations for must-see landmarks and exhibitions around the city.

Evan was drawn to Emilie's infectious laughter and passion for French history. She was equally intrigued by his creativity and willingness to explore beyond the typical tourist traps. Before long, they'd spent hours talking and laughing together.

Their impromptu encounter blossomed into daily meetings at the café, accompanied by leisurely walks along scenic Seine River. Hand-in-hand, they admired the twinkling street lamps and stunning architectural facades. On one such stroll, Emilie revealed her love for the Eiffel Tower, sharing its secrets and stories with Evan.

Under the romantic glow of evening lights, Evan realized he had fallen deeply for Emilie, while she seemed to feel the same way.",4,B,B,B,DiffOracle,str,WordMutator,False,5,5
0,"As Evan strolled through the vibrant streets of Paris during the spring festival, he stumbled upon a quaint café where the aroma of freshly brewed coffee wafted out into the air. He entered, entranced by the charming atmosphere within. That's when he met Emilie, a lovely French barista with bright smile and sparkling eyes.

Evan was drawn to her warm demeanor as she expertly crafted his cappuccino. Their conversation started with small talk but quickly delved into shared passions – Claude Monet's captivating Impressionist paintings and the breathtaking beauty of Parisian architecture. Their mutual admiration sparked an instant connection.

Over the next few days, Evan found himself returning to the café again and again, just to get glimpses of Emilie and discuss art with her. As they sipped their lattes, they discovered that they both adored strolling along the picturesque Seine River, watching the Eiffel Tower rise majestically above the city. 

Emilie offered to take Evan on one such walk after work, and soon they were hand-in-hand exploring the banks of the Seine, sharing anecdotes and laughter beneath the soft glow of twilight streetlights. With every passing day, Evan realized he'd fallen under the charm not only of Paris but also of the endearing barista.",0,A,A,A,DiffOracle,str,WordMutator,False,6,6
1,"As Evan wandered through the vibrant stalls of the spring festival in Paris, he stumbled upon a quaint café tucked away in a charming side street. The aroma of freshly brewed coffee wafted out, drawing him in like a magnet. Behind the counter stood Emilie, her bright smile and sparkling eyes immediately captivating him.

Evan ordered a cup of coffee and struck up a conversation with Emilie about the art deco designs etched into the café's walls. She revealed that she was an art student, with a passion for Claude Monet's Impressionist masterpieces. As they discussed the artist's works, Evan found himself smitten not only with Emilie's knowledge but also with her infectious laughter.

Their shared love for art led to conversations about the city's stunning architecture, from the Eiffel Tower to Notre-Dame Cathedral. Before long, they decided to take a stroll along the Seine, admiring the river's tranquil flow and the soft pink glow of the setting sun. As they walked hand-in-hand, the sounds of lively chatter and accordion music filled the air, creating a magical atmosphere.

With each step, Evan felt his connection with Emilie deepen. He discovered that beneath her charming French accent lay a kindred spirit, sharing his enthusiasm for exploring new places and soaking up local culture.",0,B,B,B,DiffOracle,str,WordMutator,False,6,6
2,"As Evan strolled through the vibrant streets of Paris during the spring festival, he stumbled upon a quaint café where the aroma of freshly brewed coffee wafted out into the air. He entered, entranced by the charming atmosphere within. That's when he encountered Emilie, a lovely French barista with bright smile and sparkling eyes.

Evan was drawn to her warm demeanor as she expertly crafted his cappuccino. Their conversation started with small talk but quickly delved into shared passions – Claude Monet's captivating Impressionist paintings and the breathtaking beauty of Parisian architecture. Their mutual admiration sparked an instant connection.

Over the next few days, Evan found himself returning to the café again and again, just to get glimpses of Emilie and discuss art with her. As they sipped their lattes, they discovered that they both adored strolling along the picturesque Seine River, watching the Eiffel Tower rise majestically above the city. 

Emilie offered to take Evan on one such walk after work, and soon they were hand-in-hand exploring the banks of the Seine, sharing anecdotes and laughter beneath the soft glow of twilight streetlights. With every passing day, Evan realized he'd fallen under the charm not only of Paris but also of the endearing barista.",1,A,A,B,DiffOracle,str,WordMutator,False,6,6
3,"As Evan wandered through the vibrant stalls of the spring festival in Paris, he stumbled upon a quaint café tucked away in a charming side street. The aroma of freshly brewed coffee wafted out, drawing him in like a magnet. Behind the counter stood Emilie, her bright smile and sparkling eyes immediately captivating him.

Evan ordered a cup of coffee and struck up a conversation with Emilie regarding the art deco designs etched into the café's walls. She revealed that she was an art student, with a passion for Claude Monet's Impressionist masterpieces. As they discussed the artist's works, Evan found himself smitten not only with Emilie's knowledge but also with her infectious laughter.

Their shared love for art led to conversations about the city's stunning architecture, from the Eiffel Tower to Notre-Dame Cathedral. Before long, they decided to take a stroll along the Seine, admiring the river's tranquil flow and the soft pink glow of the setting sun. As they walked hand-in-hand, the sounds of lively chatter and accordion music filled the air, creating a magical atmosphere.

With each step, Evan felt his connection with Emilie deepen. He discovered that beneath her charming French accent lay a kindred spirit, sharing his enthusiasm for exploring new places and soaking up local culture.",1,B,B,B,DiffOracle,str,WordMutator,False,6,6
4,"As Evan strolled through the vibrant streets of Paris during the spring festival, he stumbled upon a quaint café where the aroma of freshly brewed coffee wafted out into the air. He entered, entranced by the charming atmosphere within. That's when he encountered Emilie, a lovely French barista with bright smile and sparkling eyes.

Evan was drawn to her warm touch as she expertly crafted his cappuccino. Their conversation started with small talk but quickly delved into shared passions – Claude Monet's captivating Impressionist paintings and the breathtaking beauty of Parisian architecture. Their mutual admiration sparked an instant connection.

Over the next few days, Evan found himself returning to the café again and again, just to get glimpses of Emilie and discuss art with her. As they sipped their lattes, they discovered that they both adored strolling along the picturesque Seine River, watching the Eiffel Tower rise majestically above the city. 

Emilie offered to take Evan on one such walk after work, and soon they were hand-in-hand exploring the banks of the Seine, sharing anecdotes and laughter beneath the soft glow of twilight streetlights. With every passing day, Evan realized he'd fallen under the charm not only of Paris but also of the endearing barista.",2,A,A,A,DiffOracle,str,WordMutator,False,6,6
5,"As Evan wandered through the vibrant stalls of the spring festival in Paris, he stumbled upon a quaint café tucked away in a charming side street. The aroma of freshly brewed coffee wafted out, drawing him in like a magnet. Behind the counter stood Emilie, her bright smile and sparkling eyes immediately captivating him.

Evan ordered a cup of coffee and struck up a conversation with Emilie regarding the art deco designs etched into the café's wall. She revealed that she was an art student, with a passion for Claude Monet's Impressionist masterpieces. As they discussed the artist's works, Evan found himself smitten not only with Emilie's knowledge but also with her infectious laughter.

Their shared love for art led to conversations about the city's stunning architecture, from the Eiffel Tower to Notre-Dame Cathedral. Before long, they decided to take a stroll along the Seine, admiring the river's tranquil flow and the soft pink glow of the setting sun. As they walked hand-in-hand, the sounds of lively chatter and accordion music filled the air, creating a magical atmosphere.

With each step, Evan felt his connection with Emilie deepen. He discovered that beneath her charming French accent lay a kindred spirit, sharing his enthusiasm for exploring new places and soaking up local culture.",2,B,B,B,DiffOracle,str,WordMutator,False,6,6
6,"As Evan strolled through the vibrant streets of Paris during the spring festival, he stumbled upon a quaint café where the aroma of freshly brewed coffee wafted out into the air. He entered, entranced by the charming atmosphere within. That's when he encountered Emilie, a lovely French barista with bright smile and sparkling eyes.

Evan was drawn to her warm touch as she expertly crafted his cappuccino. Their conversation started with small talk but quickly delved into shared passions – Claude Monet's captivating Impressionist paintings and the breathtaking beauty of Parisian architecture. Their mutual admiration sparked an instant connection.

Over the next few days, Evan found himself returning to the café again and again, just to get glimpses of Emilie and discuss art with her. As they sipped their lattes, they discovered that they both adored strolling along the picturesque Seine River, watching the Eiffel Tower rise majestically above the city. 

Emilie offered to take Evan on one such walk after work, and soon they were hand-in-hand exploring the banks of the Seine, sharing anecdotes and laughter beneath a soft glow of twilight streetlights. With every passing day, Evan realized he'd fallen under the charm not only of Paris but also of the endearing barista.",3,A,A,A,DiffOracle,str,WordMutator,False,6,6
